id,platform,title,description,image_url,student_submission,correct_answer,created_at
77,PYRATES,[PYRATES][Level1][#004],"Ramasser la clé en enchainant séquentiellement les instructions de déplacements élémentaires.

Parcourir la ligne droite de 16 blocs à l’aide d’une boucle bornée (for) jusqu’au coffre.

Ouvrir le coffre.",/error-annotation/uploads/64a1d45dc3dd4ae2975f0eaa97e650eb.png,"avancer()
avancer()
for _ in range(4):sauter(1)
coup(1)","avancer()
droite()
avancer()
gauche()
avancer()
droite()
for _ in range(16):
    avancer()
ouvrir()",2026-05-12 23:12:07.15372
78,PYRATES,[PYRATES][Level1][#005],"Ramasser la clé en enchainant séquentiellement les instructions de déplacements élémentaires.

Parcourir la ligne droite de 16 blocs à l’aide d’une boucle bornée (for) jusqu’au coffre.

Ouvrir le coffre.",/error-annotation/uploads/1d2eb410a71c4d90ba041fe3dfd5a00a.png,"avancer()
droite()
avancer()
droite()
gauche()
avancer()
droite()
avancer()
for compteur in range(17):
	tirer(compteur)","avancer()
droite()
avancer()
gauche()
avancer()
droite()
for _ in range(16):
    avancer()
ouvrir()",2026-05-12 23:13:40.914623
79,PYRATES,[PYRATES][Level1][#006],"Ramasser la clé en enchainant séquentiellement les instructions de déplacements élémentaires.

Parcourir la ligne droite de 16 blocs à l’aide d’une boucle bornée (for) jusqu’au coffre.

Ouvrir le coffre.",/error-annotation/uploads/64a4137534aa41828886fcda87323d95.png,"# Ecrire le code de son programme ci-dessous
avancer()
droite()
avancer()
gauche()
avancer()
gauche()
droite()
droite()
avancer(*6)","avancer()
droite()
avancer()
gauche()
avancer()
droite()
for _ in range(16):
    avancer()
ouvrir()",2026-05-12 23:15:52.288886
80,PYRATES,[PYRATES][Level1][#007],"Ramasser la clé en enchainant séquentiellement les instructions de déplacements élémentaires.

Parcourir la ligne droite de 16 blocs à l’aide d’une boucle bornée (for) jusqu’au coffre.

Ouvrir le coffre.",/error-annotation/uploads/1fbad744d6bf4c23aff155d2a6d1793b.png,"# Ecrire le code de son programme ci-dessous
avancer()
droite()
avancer()
gauche()
gauche()
for _ in range(15):
	droite()
	avancer()
	ouvrir()","avancer()
droite()
avancer()
gauche()
avancer()
droite()
for _ in range(16):
    avancer()
ouvrir()",2026-05-12 23:21:18.110517
81,PYRATES,[PYRATES][Level1][#008],"Ramasser la clé en enchainant séquentiellement les instructions de déplacements élémentaires.

Parcourir la ligne droite de 16 blocs à l’aide d’une boucle bornée (for) jusqu’au coffre.

Ouvrir le coffre.",/error-annotation/uploads/956eebadeeeb4d95bb88e0bef94f0f4d.png,"# Ecrire le code de son programme ci-dessous
avancer() 
droite ()
avancer ()
gauche ()
avancer ()
ma_var = mesurer_hauteur(16)
if ma_var :
	avancer ()
	ouvrir ()","avancer()
droite()
avancer()
gauche()
avancer()
droite()
for _ in range(16):
    avancer()
ouvrir()",2026-05-12 23:23:10.474841
137,PYRATES,[PYRATES][Level6][#063],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/c992e7ee9b9343bab199edfaea3616f6.png,"for _ in range(8):
	h = 0-5
	sauter_hauteur(h)
	ouvrir()","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:58:03.878431
89,PYRATES,[PYRATES][Level2][#016],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/6069118fa0634bb19ea0070f61afc45c.png,"for _ in range(10):
	avancer()
for _ in range(10):
	sauter(10)
	coup(9)","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 07:43:33.002847
90,PYRATES,[PYRATES][Level2][#017],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/0de2f38d4df74ebda78c07213093791d.png,"coffre=1
for indice in range(7):
	sauter()
	avancer()
gauche()
avancer()
avancer()
avancer()
while coffre>1:
	avancer()
	coup()","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 07:46:15.678696
91,PYRATES,[PYRATES][Level2][#018],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/d034b5e87b434084bb3ff92851c8ba29.png,"gauche()
sauter()
droite()
avancer()
for _ in range(7): 
	sauter() 
	avancer()
for _ in range(15):
	gauche()
	avancer()
	coup()
	ouvrir()","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 07:48:17.6937
92,PYRATES,[PYRATES][Level2][#019],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/49cea3e3f3d14846a36af181ddd62d26.png,"for _ in range(6):
	sauter()
	avancer()
avancer()
gauche()
for _ in range(2):
	avancer()
if ouvrir:
	coup()
	avancer()
else:
	avancer()","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 07:50:18.791448
93,PYRATES,[PYRATES][Level2][#020],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/d1830c88b3dc4bb2b7309fdcae8b0c18.png,"for _ in range(6):
    h = mesurer_hauteur() 
while h  > 0:
	sauter()","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 07:52:37.201749
94,PYRATES,[PYRATES][Level2][#021],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/e9d9d41868b54f92aea1e94be4251656.png,"def sauter_avancer():
    sauter()
    avancer()
for _ in range(6):
    sauter_avancer()
avancer()
gauche()
def avancer_coup():
	avancer()
	coup()
for _ in range(13):
	avancer_coup()
ouvrir()","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 07:55:57.638504
95,PYRATES,[PYRATES][Level2][#022],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/59a1e2d439004c009f983697de732e1e.png,"def sauter_avancer():
    sauter()
    avancer()
for _ in range(6):
    sauter_avancer()
avancer()
gauche()
def avancer_coup():
    avancer()
    coup()
for _ in range(13):
	avancer_coup()
ouvrir()","def sauter_avancer():
    sauter()
    avancer()
for _ in range(6):
    sauter_avancer()
avancer()
gauche()
avancer()
avancer()
def avancer_coup():
    coup()
	avancer()
for _ in range(9):
	avancer_coup()
avancer()
ouvrir()",2026-05-20 08:20:23.731605
96,PYRATES,[PYRATES][Level2][#023],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), droite(), gauche(), sauter(), coup(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/1b3e4308cfdf495d862cdb80a440d0ec.png,"for i in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for i in range(9):
    coup()
    avancer()
avancer()
ouvrir()","for _ in range(6):
    sauter()
    avancer()
avancer()
gauche()
avancer()
avancer()
for _ in range(9):
    coup()
    avancer()
avancer()
ouvrir()",2026-05-20 08:21:55.671996
97,PYRATES,[PYRATES][Level3][#024],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/d143e4996650412f9491863b75cbdc43.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
lire_nombre()
avancer()
h=0
for cpt in range(4):
	if h==4:
		saut_hauteur(4)
	elif h==0:
		avancer()","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 09:43:25.265927
98,PYRATES,[PYRATES][Level3][#025],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/056be0abc66a429294820b411fcaecd4.png,"sauter(4)
avancer()
sauter(3)
for _ in range(4):
	avancer()
	var = 8
sauter_hauteur(var)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 09:47:36.786344
99,PYRATES,[PYRATES][Level3][#026],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/718ed10d92594c238ba4282dee94a646.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(3):
	avancer()
	avancer()
	message=lire_nombre()
lire_nombre(1,5)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 09:54:08.590306
138,PYRATES,[PYRATES][Level6][#064],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/6d27cca195144bffa66b1bd97303e3bc.png,"for i in range (11):
	avancer (i+1)
	sauter_hauteur(i+1)
ouvrir()","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 01:59:51.304454
100,PYRATES,[PYRATES][Level3][#027],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
    Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
    Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/a2470aecd055464aacb3d6ea7759f9c2.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
for _ in range(3):
	avancer()
	lire_nombre()
	avancer()
if sauter_hauteur < 6:
	sauter()
	lire_nombre()
	avancer()
else: 
	sauter_hauteur(5)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 10:01:20.554322
101,PYRATES,[PYRATES][Level3][#028],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/da3ce963197849e39f2c9e1138118606.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
	if lire_nombre():
		var = 0
		var = lire_nombre
	else:
		avancer()
		sauter_hauteur(var)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 10:03:52.764847
102,PYRATES,[PYRATES][Level3][#029],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/d9c994e681e34ab79a2881eb67d172c1.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
for _ in range(5):
	avancer()
	lire_nombre()
	avancer() 
	ma_var = mesurer_hauteur(6)
if ma_var == 6:
	sauter_hauteur(3)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 10:36:25.746725
103,PYRATES,[PYRATES][Level3][#030],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/16e13e816664477b9b7611475fc27b02.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(2):
	avancer()
var = 0
var = sauter_hauteur()
avancer()
sauter_hauteur(2)
avancer()
avnacer()
var = 0
var = lire_nombre()","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 10:38:49.361183
107,PYRATES,[PYRATES][Level3][#034],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/70989d56e9ee43ec8b537d2cbc387d3e.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 21:13:26.60453
108,PYRATES,[PYRATES][Level4][#035],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/e4022e80d3c44d34999e6260a0ca6d1d.png,"avancer()
message = lire_chaine()
for _ in range(5):
	if message == lire_chaine(gauche()) :
		gauche()
		avancer()
		avancer()
	elif message == lire_chaine(droite()) :
		droite()
		avancer()
		avancer()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 21:29:16.639295
109,PYRATES,[PYRATES][Level4][#036],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/9388ff60b2634f44ad102822368a962c.png,"avancer()
for loop in range(5):
	hauteur = mesurer_hauteur()
	if hauteur== 0:
		avancer()
	elif hauteur == 1:
		sauter()
	else:
		sauter_haut()
		avancer()
		avancer()
ouvrir()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 21:46:25.057712
110,PYRATES,[PYRATES][Level4][#037],"Objectif : Ramasser la clé puis ouvrir le coffre. L'emplacement du coffre et de la clé sont aléatoires et changent à chaque exécution. Il faut donc lire les messages dans les bouteilles qui indiquent le chemin à suivre (gauche ou droite) à chaque étage. Le fait de tomber dans les piques fait perdre puis recommencer le niveau.
Fonctions de contrôle : avancer(), gauche(), droite(), lire_chaine(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/bcf89bd95d324326bdedc7c78912d418.png,"for _ in range (4):
	avancer()
	message = lire_chaine()
	var=lire_chaine()
	droi=droite()
	gau=gauche()
	if var == gau :
		tourner(gau)
		avancer()
		avancer()
	else:
		tourner(droi)
		avancer()
		avancer()","avancer()
for _ in range(5):
    message = lire_chaine()
    if message == ""gau"":
        gauche()
    else:
        droite()
    avancer()
    avancer()
ouvrir()",2026-05-20 21:59:32.647062
139,PYRATES,[PYRATES][Level6][#065],"Objectif : Ramasser la clé puis ouvrir le coffre.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), ouvrir()
Contraintes : Le programme ne doit pas dépasser 4 lignes.",/error-annotation/uploads/ca048b6538be4d619bcebd6f8e0c871f.png,"for i in range(6):
    sauter_hauteur(i)
    avancer()
ouvrir()","for compteur in range(6):
    sauter_hauteur(compteur)
    avancer()
ouvrir()",2026-05-22 02:07:30.043773
104,PYRATES,[PYRATES][Level3][#031],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/6c24fcd08b78424b93bc1e6f562e1e44.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
for i in range(6):
	for i in range(2):
		lire_nombre()
		avancer()
	avancer()
	nbre=lire_nombre()
	sauter_hauteur(nbre)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 20:57:40.19395
105,PYRATES,[PYRATES][Level3][#032],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/804645af720249bb9302e533f21cd1cc.png,"for _ in range(1):
	sauter_hauteur(4)
	avancer()
	sauter_hauteur(3)
avancer()
avancer()
lire_nombre()
ma_variable = 0
avancer()
for _ in range(1):
	ma_variable = 2
	sauter_hauteur(2)
avancer(2)","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 21:10:17.403193
106,PYRATES,[PYRATES][Level3][#033],"Objectif : Ramasser la clé puis ouvrir le coffre. La hauteur des piles de caisses est aléatoire et change à chaque exécution. Il faut donc lire le message dans la bouteille avant chaque pile qui indique sa hauteur.
Fonctions de contrôle : avancer(), sauter_hauteur(hauteur), lire_nombre(), ouvrir()
Contraintes : Le programme ne doit pas dépasser 14 lignes.",/error-annotation/uploads/b941520b7a204ae3bb6a264a8cbb464d.png,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    lire_nombre()
    avancer()
ouvrir()","sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
for _ in range(4):
    message = lire_nombre()
    avancer()
    sauter_hauteur(message)
    avancer()
    avancer()
ouvrir()",2026-05-20 21:12:22.200611
